id,job_title,title,company,location,created,description,salary_min,salary_max,contract_type,contract_time,apply_link
79,Machine Learning Engineer,Machine Learning Engineer,Faculty AI,"London, UK",2025-08-25T11:22:11Z,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",56418.41,56418.41,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5367406525?utm_medium=api&utm_source=a4dbb817
80,Machine Learning Engineer,Machine Learning Engineer,Lloyds Bank,"London, UK",2025-11-22T15:19:40Z,"End Date Tuesday 02 December 2025 Salary Range £87,552 - £97,280 We support flexible working – click here for more information on flexible working options Flexible Working Options Job Share Job Description Summary . Job Description JOB TITLE: Machine Learning Engineer. SALARY: £70,900pa to £107,000pa (dependent on location and experience) plus an extensive benefits package. LOCATION: London, Bristol, Manchester, Chester. HOURS: 35 hours, full time. WORKING PATTERN : Our work style is hybrid, wh…",87552.0,97280.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5509074833?se=hguSddrQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=3E56826C9E57CDDD601719E700014291FEACAD26
81,Full-Stack Developer (AI research startup),Full-Stack Developer (AI research startup),Alteam,"London, UK",2025-11-25T15:57:16Z,"Full Stack Engineer – Remote (UK or Portugal) | Equity  Salary Location : UK (remote) or Portugal (remote) Salary : UK: £65,000  equity options | Portugal : €55,000  equity options Alteam is working with a Cambridge University-spun early-stage AI startup building the fastest, highest-fidelity adversarial testing platform for large language models (LLMs). Their mission: empower AI engineers and researchers to push the state of the art in human-aligned AGI. We’re looking for a Full Stack Engineer…",65000.0,65000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/details/5512915089?utm_medium=api&utm_source=a4dbb817
82,AI/Imaging Research Manager,AI/Imaging Research Manager,Enterprise Recruitment Limited,"London, UK",2025-10-28T23:59:08Z,"This pioneering deep tech company is developing the future of media technologyenabling scalable, low-latency delivery of rich, immersive content across a variety of platforms. With a focus on spatial and 3D data formats, their work spans everything from XR and interactive streaming to cloud-native media infrastructure. Combining advanced artificial intelligence with classical signal processing, the company is building systems that dramatically improve how 3D and time-based media is handled, tra…",100000.0,100000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5468731858?se=uk-HdtrQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=03B33FEC776441CFE06BC968B555FE77D30BF798
83,AI Research Engineer,AI Research Engineer,Plumerai,"London, UK",2025-10-13T18:52:07Z,"At Plumerai, we make it easy and affordable for developers to add highly accurate AI to their embedded devices and thereby enable them to create amazing new products. We combine our on-device Tiny AI software with our cloud-based multimodal LLMs, providing People Detection, Video Search, Familiar Face Identification, AI Captions and more. Major enterprises deploy our advanced computer vision models on millions of smart home cameras in the field and we’re rapidly expanding into commercial securi…",75782.05,75782.05,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5445895662?utm_medium=api&utm_source=a4dbb817
84,Lead AI Researcher,Lead AI Researcher,Lloyds Bank,"London, UK",2025-11-26T15:14:42Z,"End Date Tuesday 09 December 2025 Salary Range £111,809 - £131,540 We support flexible working – click here for more information on flexible working options Flexible Working Options Job Share Job Description Summary As a Lead AI Researcher at Lloyds Banking Group, you will be a strategic leader and expert practitioner at the forefront of the Group's AI transformation. In this role, you will lead the research and development of cutting-edge artificial intelligence, machine learning, and generati…",111809.0,131540.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5514601034?se=uk-HdtrQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=DDD9B38511F1342C779DC2CF7D76342940D0D4C7
85,AI Research Engineer,AI Research Engineer,Hexwired Recruitment Limited,"Westminster, South West London",2025-10-31T14:47:32Z,"AI Research Engineer job in London – Hybrid - Circa £60k to £120k Hexwired Recruitment has partnered with a world-leading investment finance company based in London who are now seeking for an AI Research Engineer with a good experience with either Claude Code, Cursor, or Windsurf. The ideal AI Research Engineer would be a graduate from a top-ranking university, studied up to Master's Level, related to Computer Science or Engineering ideally. The ideal candidate would be a hands-on AI enthuasias…",60000.0,90000.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5472921061?se=uk-HdtrQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=1E3F02EF130B7412F9C2D1275BD9CD42C3A1F246
86,AI Research Engineer,AI Research Engineer,Prolific,"London, UK",2025-11-01T10:45:03Z,"AI Research Engineer Prolific Prolific is not just another player in the AI space – we are the architects of the human data infrastructure that's reshaping the landscape of AI development. In a world where foundational AI technologies are increasingly commoditized, it's the quality and diversity of human-generated data that truly differentiates products and models. The Role We're seeking a Research Engineer to conduct innovative research in key AI areas including evaluation methodologies (parti…",61679.27,61679.27,Unknown,Unknown,https://www.adzuna.co.uk/jobs/details/5474779369?utm_medium=api&utm_source=a4dbb817
87,BRAIN AI Researcher,BRAIN AI Researcher,WorldQuant,"London, UK",2025-05-23T12:03:26Z,"WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies – the foundation of a balanced, global investment platform. WorldQuant is built on a culture that pairs academic sensibi…",55907.76,55907.76,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5212239163?utm_medium=api&utm_source=a4dbb817
88,AI research engineer,AI research engineer,Bending Spoons,"London, UK",2025-09-20T20:37:52Z,"*Preferred Nationalities only*At Bending Spoons, westriving to build one of the all-time great companies. A company that serves a huge number of customers. A company where team members grow to their full potential. A company that functions at unparalleled levels of effectiveness and efficiency. A company that creates value for shareowners at an extraordinary rate. And a company that does so while adhering to high ethical standards.To achieve this objective, we execute the following strategy: We…",38367.5,38367.5,Unknown,Unknown,https://www.adzuna.co.uk/jobs/details/5408654256?utm_medium=api&utm_source=a4dbb817
89,Senior AI Research Engineer,Senior AI Research Engineer,Plumerai,"London, UK",2025-11-21T17:18:42Z,"At Plumerai, we make it easy and affordable for developers to add highly accurate AI to their embedded devices and thereby enable them to create amazing new products. We combine our on-device Tiny AI software with our cloud-based multimodal LLMs, providing People Detection, Video Search, Familiar Face Identification, AI Captions and more. Major enterprises deploy our advanced computer vision models on millions of smart home cameras in the field and we’re rapidly expanding into commercial securi…",79825.98,79825.98,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5507928856?utm_medium=api&utm_source=a4dbb817
90,Senior AI Research Engineer,Senior AI Research Engineer,Twenty First Group,"London, UK",2025-10-28T16:47:25Z,"About TFG Labs: TFG Labs is the innovation arm of Twenty First Group, dedicated to pioneering AI-driven solutions that redefine the future of sports. We focus on developing groundbreaking technologies that enhance decision-making, performance analysis, and fan engagement across the sports industry. As a senior member of the Labs team, the research experiments you conduct will shape how the future of how AI and sports intersect. Role Overview: We are seeking a visionary and experienced Senior AI…",63647.19,63647.19,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5468376252?utm_medium=api&utm_source=a4dbb817
91,Senior DevOps Engineer,Senior DevOps Engineer,Ocho,"London, UK",2025-12-03T03:11:27Z,"Senior DevOps Engineer Fully remote across the island of Ireland Up to £88,000 salary We are working with a well established software house that builds a leading HR and payroll platform used by thousands of businesses. With offices in Dublin and Belfast city centre for those who prefer a hybrid setup, the organisation offers genuine flexibility and one of the highest retention rates in the market. The engineering function is led by a Head of Software who is a developer and technical architect b…",85000.0,85000.0,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5525194599?se=buppd9rQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=A1134F83D0EB95BEE24CB9F84A418C62E330A6C1
92,Azure DevOps Engineer,Azure DevOps Engineer,McCabe & Barton,"London, UK",2025-11-21T11:11:45Z,"Azure DevOps Engineer | London | Hybrid 3 days | Permanent | Investment management client Role Overview: Manage and support Azure cloud platform operations with a focus on Infrastructure as Code, network operations, and identity management whilst ensuring platform reliability, security, and performance across Azure environments. Key Characteristics: Azure Platform Operations - Extensive hands-on experience managing and supporting Azure environments including Virtual Machines, Azure Storage (Blo…",78868.83,78868.83,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5507284324?se=buppd9rQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=F6B610EF8E7A2DA41049F01C9F719CEBBD092E51
93,AWS DevOps Engineer - SC Cleared,AWS DevOps Engineer - SC Cleared,ECS,"South East London, London",2025-12-03T20:48:55Z,"AWS DevOps Engineer - SC Cleared 2-3 days a week in London office £360 - £375, Inside IR35 Initial 6-month We're recruiting on behalf of a Global Services Provider who are looking for a SC Cleared AWS Engineer to design, deliver, and support secure and scalable AWS infrastructure. As an AWS DevOps Engineer you will be responsible for: Develop and support solutions using AWS Lambda and related AWS services. Work with services including S3, IAM, DynamoDB, SQS, SNS, API Gateway, SSM, Connect, Pinp…",93600.0,97500.0,contract,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5526646093?se=buppd9rQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=5D14865152554029FBA834478AF90857E9ABAB0D
94,"Senior Cloud DevOps Engineer, Cloud Security","Senior Cloud DevOps Engineer, Cloud Security",AVEVA Solutions Limited,"London, UK",2025-11-29T03:39:56Z,"AVEVA is creating software trusted by over 90% of leading industrial companies. Position: Senior Cloud DevOps Engineer, Cloud Security Location: Derry / Londonderry, Northern Ireland (Hybrid) Employment type: Full-time The job As part of the Research and Development function, the global Cloud DevOps team combines software development and cloud operations to provide continuous integration and delivery of cloud-enabled products and solutions. Responsible for deployment and continuous monitoring t…",60056.0,60056.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5518751456?se=buppd9rQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=661332A6F7BEBC02B355CB017D610DBEA43A3315
95,Devops Engineer,Devops Engineer,Pioneer Search,"The City, Central London",2025-12-02T07:10:16Z,"DevOps Engineer London | Up to £70,000  Package A growing organisation in the financial services sector is looking for a DevOps Engineer to join their technology team in London. This is a standalone, on-site role ideal for someone with an operations or infrastructure background who understands the full software delivery lifecycle, from deployment and troubleshooting to CI/CD optimisation and automation. This is a true DevOps role. While the environment includes Azure cloud tools, the focus is n…",60000.0,70000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/details/5523614724?utm_medium=api&utm_source=a4dbb817
96,DevOps Engineer,DevOps Engineer,La Fosse Associates,"Westminster, South West London",2025-11-21T13:23:47Z,"DevOps Engineer Location: London (3 days onsite) Type : Permanent Salary : £65k - £70k (possibly higher for the right candidate) Key Responsibilities Deploy, install, and configure .NET and other web applications. Manage SQL Server databases, permissions, backups, and script deployments. Perform structured releases across DEV, TEST, and PRD environments. Configure and manage virtualized servers (e.g., VMWare) with performance tuning. Install and support packaged applications such as BizTalk, Dy…",65000.0,70000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/details/5507513786?utm_medium=api&utm_source=a4dbb817
97,DevOps Engineer,DevOps Engineer,stakefish,"London, UK",2025-09-22T16:31:29Z,"As our DevOps Engineer, you will be helping us build and maintain blockchain networks and protocols. You will work on improving our current infrastructure including security, automation, and monitoring among other things. You will also have the chance to dive deep into new blockchain protocols, run testnets, build secure and scalable infra and maintain it. What will you do? Build secure and reliable infrastructure to monitor, detect and mitigate performance and security issues System administra…",130000.0,180000.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5410644839?utm_medium=api&utm_source=a4dbb817
98,DevOps Engineer,DevOps Engineer,Ripjar,"London, UK",2025-10-17T13:40:42Z,"Ripjar specialises in the development of software and data products that help governments and organisations combat serious financial crime. Our technology is used to identify criminal activity such as money laundering and terrorist financing, and enables organisations to enforce sanctions at scale to help combat rogue entities and state actors. We are a remote first team, with a head office based in Cheltenham. This position is open to UK wide candidates. If you are based near Cheltenham, you a…",65000.0,75000.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5452257352?utm_medium=api&utm_source=a4dbb817
99,DevOps Engineer,DevOps Engineer,Solirius Reply,"London, UK",2023-06-20T14:08:36Z,"About Us: Solirius Reply, part of the Reply Group, delivers technical consultancy and application delivery to our clients in order to solve real world problems and allow our clients to respond to an ever-changing technical landscape. We partner closely with our clients, embedding our consultants into their businesses in order to provide a bespoke service, allowing us to truly understand our clients’ needs. It is this close collaboration with our clients that has enabled us to grow rapidly in re…",44000.0,80000.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/4160863023?utm_medium=api&utm_source=a4dbb817
100,DevOps Engineer,DevOps Engineer,Gemba Advantage,"London, UK",2025-09-28T11:17:22Z,"Application Deadline December 16, 2025 Department Software Engineering Employment Type Permanent Location London (Hybrid) Workplace type Hybrid Compensation £40,000 - £95,000 / year Who are we hiring? Tools and technologies you will work with: Why join Gemba? About Gemba Advantage Gemba Advantage make high-impact software that is secure, scalable and sustainable. Our experience and expertise allows us to succeed inside and alongside our customers’ exacting operational environments. We make soft…",40000.0,95000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/land/ad/5419162300?se=buppd9rQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=2B8E0A1D4D9E802F3552CAD8ACD25023C13B5E43
101,Data Scientist / Senior Data Scientist,Data Scientist / Senior Data Scientist,C3 AI,"London, UK",2025-10-13T12:08:29Z,"C3 AI (NYSE: AI), is the Enterprise AI application software company. C3 AI delivers a family of fully integrated products including the C3 Agentic AI Platform, an end-to-end platform for developing, deploying, and operating enterprise AI applications, C3 AI applications, a portfolio of industry-specific SaaS enterprise AI applications that enable the digital transformation of organizations globally, and C3 Generative AI, a suite of domain-specific generative AI offerings for the enterprise. As …",57855.84,57855.84,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5445373378?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=D4FF1F7864F8FEC1925CA2A03D6321966D2F98ED
102,Data Scientist,Data Scientist,Dataiku,"London, UK",2025-10-28T12:46:02Z,"Dataiku is The Universal AI Platform™, giving organizations control over their AI talent, processes, and technologies to unleash the creation of analytics, models, and agents. Providing no-, low-, and full-code capabilities, Dataiku meets teams where they are today, allowing them to begin building with AI using their existing skills and knowledge. The role of a Data Scientist at Dataiku is quite unique. Our Data Scientists not only code up solutions to real-world problems, but also participate …",55599.74,55599.74,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5467850739?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=C6B10BD16FE7E44C334806BBD8C36F530B91781B
103,Data Scientist,Data Scientist,G-Research,"London, UK",2025-11-03T13:07:08Z,"Do you want to tackle the biggest questions in finance with near infinite compute power at your fingertips? G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded. This role is based in our new Soho Place office – opened in 2023 - in the heart of Central…",46650.49,46650.49,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5478115802?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=2A9FCC04499BB288A37AC5AC64814356AD5153A4
104,Data Scientist/Senior Data Scientist – Generative AI,Data Scientist/Senior Data Scientist – Generative AI,C3 AI,"London, UK",2025-10-13T12:08:34Z,"C3 AI (NYSE: AI), is the Enterprise AI application software company. C3 AI delivers a family of fully integrated products including the C3 Agentic AI Platform, an end-to-end platform for developing, deploying, and operating enterprise AI applications, C3 AI applications, a portfolio of industry-specific SaaS enterprise AI applications that enable the digital transformation of organizations globally, and C3 Generative AI, a suite of domain-specific generative AI offerings for the enterprise. As …",51213.75,51213.75,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5445373712?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=9132E833203051E6D5B1A9C04A3080A7D2B474B5
105,Data Scientist (Sports Analytics),Data Scientist (Sports Analytics),Singular Recruitment,"London, UK",2025-12-03T16:47:59Z,"Data Scientist (Sports Analytics | Football Focus) Were excited to be partnering with a new client a rapidly growing sports data consultancy that is extending its Data Science team. This is a fantastic opportunity to join a business at the cutting edge of football analytics, where raw data is transformed into actionable insights that drive smarter, evidence-based decisions for clubs, organisations, and partners. With a clear focus on football, youll be delivering innovative data science solutio…",80000.0,80000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5525872156?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=84DFCBE361FA7D1C89E213753A85861AF6712541
106,Senior Data Scientist,Senior Data Scientist,Dataiku,"London, UK",2025-10-26T13:20:27Z,"Dataiku is The Universal AI Platform™, giving organizations control over their AI talent, processes, and technologies to unleash the creation of analytics, models, and agents. Providing no-, low-, and full-code capabilities, Dataiku meets teams where they are today, allowing them to begin building with AI using their existing skills and knowledge. The role of a Senior Data Scientist at Dataiku is quite unique. Our Data Scientists not only code up solutions to real-world problems but also partic…",59633.15,59633.15,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5465325196?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=3D94E34AFA159E715F0E0A827A1BE55E2883419C
107,Graduate Data Scientist,Graduate Data Scientist,JobVital,"London, UK",2025-11-14T20:40:33Z,"Graduate Data Scientist JobVital is helping a firm to hire their next Data Science Graduates to join a growing London team. This is a perfect opportunity for anyone looking to start a career in data or analytics — whether you’ve recently graduated, about to graduate or gained some hands-on experience through courses, internships, or projects. You’ll learn from a supportive team, work with real data, and contribute to exciting projects that make an impact whilst growing your skillset. What will …",35000.0,35000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/land/ad/5496703391?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=9C38B920280B84D7A354B731F6215EA46589B224
108,Applied Data Scientist,Applied Data Scientist,dunnhumby,"London, UK",2025-10-17T20:49:53Z,"dunnhumby is the global leader in Customer Data Science, empowering businesses everywhere to compete and thrive in the modern data-driven economy. We always put the Customer First. Our mission: to enable businesses to grow and reimagine themselves by becoming advocates and champions for their Customers. With deep heritage and expertise in retail - one of the world's most competitive markets, with a deluge of multi-dimensional data - dunnhumby today enables businesses all over the world, across …",43815.85,43815.85,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5452674352?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=F0E2C95FC2F882CD42DC5DB64887DB356044A02E
109,Applied Data Scientist,Applied Data Scientist,dunnhumby,"London, UK",2025-10-07T22:39:35Z,"dunnhumby is the global leader in Customer Data Science, empowering businesses everywhere to compete and thrive in the modern data-driven economy. We always put the Customer First. Our mission: to enable businesses to grow and reimagine themselves by becoming advocates and champions for their Customers. With deep heritage and expertise in retail - one of the world's most competitive markets, with a deluge of multi-dimensional data - dunnhumby today enables businesses all over the world, across …",46258.99,46258.99,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5436322157?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=070ED3E8B0D832F423B32A797BD6B5B4CC227253
110,Director of Data Science - Servicing,Director of Data Science - Servicing,Wise,"London, UK",2025-10-26T13:20:50Z,"Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create an entirely new network for the worlds money. For everyone, everywhere. Job Description We’re loo…",101276.72,101276.72,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5465325492?se=nupFPdvQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=4C36627E14E40952D91DF80FA75C4A0AB3F12BF3
111,Principal Software Engineer,Principal Software Engineer,TPXImpact Holdings Plc,"Whitechapel, East London",2025-12-02T00:43:09Z,"About The Role Deadline for applications: 11:59pm on 31st October 2025 Were looking for a Principal Software Engineer to shape the technical direction of high-profile projects and lead the delivery of modern, scalable software. We use technology to create impactful, human-centred solutions that make a difference to users and organisations. We believe great engineering happens when teams collaborate, learn, and build with purpose. Youll provide hands-on technical leadership, working closely with…",85000.0,85000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5523264516?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=C0B8BC50D091CE3F2037C10CC2D9616386886376
112,Director of Software Engineering,Director of Software Engineering,Capital One UK,"London, UK",2025-10-30T14:24:11Z,"Job Description White Collar Factory (95009), United Kingdom, London, London Director of Software Engineering About this role We are looking for a Director of Software Engineering to lead a team of 100 engineers. We’re looking for someone who is results-oriented, able to partner with business leaders and go toe-to-toe with the best engineers on technical rigour. You’ll be responsible for all the technologists within a series of our ‘outcome teams’: established to drive forward business outcomes…",91858.03,91858.03,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5471317251?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=C064AE380B1C78E913214C5ECA41BB6B2EEA3AD9
113,Simulation Software Engineer,Simulation Software Engineer,Holt Executive Ltd,"London, UK",2025-12-01T09:51:25Z,"A growing space engineering team in the UK is seeking a Simulation Software Engineer to support the development of high-fidelity spacecraft simulators used for mission design, verification, and operations. Youll work alongside software and aerospace engineers to develop simulation tools, integrate flight software, and ensure robust, reliable simulator performance for upcoming spacecraft missions.= What Youll Do Design, implement, and test spacecraft simulators as part of a multidisciplinary eng…",85000.0,85000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5520967379?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=AAE19C5A8CB4757421CCC29EE084ED506C15E32B
114,Electronic and Software Engineer,Electronic and Software Engineer,Zebra Technical Recruitment Ltd,"London, UK",2025-11-25T21:40:25Z,"Electronic & Software Design Engineer Technical Area: Analogue Design, Microcontroller programming, DFM, Low Power, Altium The Company This successful company designs and manufactures electromechanical detection devices for safety-critical industrial environments. The products are low-power, intrinsically safe, and designed to withstand fire and explosions in harsh environments such as those within the oil and gas industry. All products are manufactured on-site and distributed globally. The Job…",55979.62,55979.62,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5513744789?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=DF26498A54D4440E3D35AF106518FA7D59A6F17E
115,Python Software Engineer - Fintech,Python Software Engineer - Fintech,Run-Time Group Ltd,"London, UK",2025-11-28T09:34:22Z,"A Mid Level Python Engineer is required to join a Fintech company developing next generation tools for how companies get funding and optimise their working capital. Our client aims to change how corporate finance works, by replacing static, limited and often stale financial metrics with live data-driven insights sourced from direct connections to their clients systems. You will be joining a strong team of Python Engineers, Data Scientists, and financial experts, who are building the next genera…",63253.21,63253.21,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5517490648?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=651BB491A658DCC779E6B7BA00518419E254F07D
116,Software Engineer,Software Engineer,G-Research,"London, UK",2025-11-15T20:25:23Z,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",53115.76,53115.76,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5498262127?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=EDD1ACB8CCCDD4FFBEEFFCB148B5BCF6A615AA07
117,Software Engineer,Software Engineer,G-Research,"London, UK",2025-11-03T12:48:48Z,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",84145.72,84145.72,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5478107318?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=BA31846619EA98A51AF8CB7A169574E959FFF8F3
118,Software Engineer,Software Engineer,Zopa Bank,"London, UK",2025-10-13T12:06:41Z,"We started our journey back in 2005, building the first ever peer-to-peer lending company. Fast forward to 2020 and we launched Zopa Bank. A bank that listens to what our customers don’t like about finance and does the opposite. We’re redefining what it feels like to work in finance. Our vision for a new era of banking puts people front and centre — we’ve built a business that empowers everyone to aim high, every day, to move finance forward. We’re incredibly proud of our achievements and none …",59347.49,59347.49,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5445371605?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=3F53E3D32BEE21F1BA49FE9D0CF323CF80E4963B
119,Software Engineer,Software Engineer,G-Research,"London, UK",2025-11-03T12:48:48Z,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",71705.36,71705.36,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5478107319?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=B3BCFC9E28D037516D27BD8E88F159D6B559EEDB
120,Simulation Software Engineer,Simulation Software Engineer,Holt Executive Ltd,"Moorgate, Central London",2025-11-28T11:08:33Z,"Job description A growing space engineering team in the UK is seeking a Simulation Software Engineer to support the development of high-fidelity spacecraft simulators used for mission design, verification, and operations. Youll work alongside software and aerospace engineers to develop simulation tools, integrate flight software, and ensure robust, reliable simulator performance for upcoming spacecraft missions.= What Youll Do Design, implement, and test spacecraft simulators as part of a multi…",85000.0,85000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5517571681?se=WsQYPtvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=F82853C537BDC8EB7F54D20C30090C1A09AA81A3
121,Machine Learning Engineer,Machine Learning Engineer,G-Research,"London, UK",2025-11-15T20:43:40Z,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",55714.02,55714.02,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5498317243?se=Aq0EP9vQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=238960B8D42A7F95DFB8877644AD456F492BE3B6
122,Machine Learning Engineer,Machine Learning Engineer,Oliver James Associates,"Docklands, East London",2025-11-25T07:24:20Z,"Machine Learning Engineer - Canary Wharf - 75k - Hybrid A leading organisation is expanding its AI capability and is looking for a Machine Learning Engineer to help build and scale next-generation NLP and Gen AI solutions. This role sits at the heart of an established data function, working on real production workloads rather than prototypes. You'll play a key role in shaping how intelligent automation, LLMs and ML-driven services are designed, deployed and continuously improved. What you'll be…",60000.0,75000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/details/5512200034?utm_medium=api&utm_source=a4dbb817
