id,job_title,title,company,location,created,description,salary_min,salary_max,contract_type,contract_time,apply_link
123,Machine Learning Engineer,Machine Learning Engineer,Digital Waffle,"The City, Central London",2025-11-26T18:53:29Z,"An AI-driven start-up, backed by $20M in Series A funding, is looking for its first Machine Learning Engineer to help scale their product and infrastructure. The platform transforms educational content into smart, personalised learning tools - and is already seeing rapid user growth and strong traction in the market. This is a unique opportunity to join early, influence the technical roadmap, and work directly with experienced founders and a senior engineering team. What you'll be doing: Design…",80000.0,100000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/details/5515182330?utm_medium=api&utm_source=a4dbb817
124,Machine Learning Engineer,Machine Learning Engineer,The Rank Group,"London, UK",2025-11-07T05:13:26Z,"Job Description We want to expand our Data Science function further within our well-established strong data-driven Centralised Analytical department. Our Data Science mission is to build machine learning models in the production environment relative to Marketing, Customer Insights, and Safer Gambling and establish a strong culture of data-driven decision-making in our organisation's strategy. We are looking for an experienced Machine Learning Engineer to support the delivery of ML products. You…",51300.27,51300.27,Unknown,Unknown,https://www.adzuna.co.uk/jobs/details/5484793169?utm_medium=api&utm_source=a4dbb817
125,Machine Learning Engineer,Machine Learning Engineer,Faculty AI,"London, UK",2025-11-08T12:12:09Z,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",59944.42,59944.42,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5487157125?utm_medium=api&utm_source=a4dbb817
126,Machine Learning Engineer,Machine Learning Engineer,Faculty AI,"London, UK",2025-10-29T12:26:47Z,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",53378.86,53378.86,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5469354894?utm_medium=api&utm_source=a4dbb817
127,Machine Learning Engineer,Machine Learning Engineer,Faculty AI,"London, UK",2025-09-19T11:08:16Z,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",55478.34,55478.34,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5406782366?utm_medium=api&utm_source=a4dbb817
128,Machine Learning Engineer,Machine Learning Engineer,Faculty AI,"London, UK",2025-08-08T11:27:45Z,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",55283.56,55283.56,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5343498797?utm_medium=api&utm_source=a4dbb817
129,Machine Learning Engineer,Machine Learning Engineer,Faculty AI,"London, UK",2025-08-25T11:22:11Z,"Why Faculty? We established Faculty in 2014 because we thought that AI would be the most important technology of our time. Since then, we’ve worked with over 350 global customers to transform their performance through human-centric AI. You can read about our real-world impact here . We don’t chase hype cycles. We innovate, build and deploy responsible AI which moves the needle - and we know a thing or two about doing it well. We bring an unparalleled depth of technical, product and delivery exp…",56418.41,56418.41,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5367406525?utm_medium=api&utm_source=a4dbb817
130,Machine Learning Engineer,Machine Learning Engineer,Lloyds Bank,"London, UK",2025-11-22T15:19:40Z,"End Date Tuesday 02 December 2025 Salary Range £87,552 - £97,280 We support flexible working – click here for more information on flexible working options Flexible Working Options Job Share Job Description Summary . Job Description JOB TITLE: Machine Learning Engineer. SALARY: £70,900pa to £107,000pa (dependent on location and experience) plus an extensive benefits package. LOCATION: London, Bristol, Manchester, Chester. HOURS: 35 hours, full time. WORKING PATTERN : Our work style is hybrid, wh…",87552.0,97280.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5509074833?se=Aq0EP9vQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=3E56826C9E57CDDD601719E700014291FEACAD26
131,Full-Stack Developer (AI research startup),Full-Stack Developer (AI research startup),Alteam,"London, UK",2025-11-25T15:57:16Z,"Full Stack Engineer – Remote (UK or Portugal) | Equity  Salary Location : UK (remote) or Portugal (remote) Salary : UK: £65,000  equity options | Portugal : €55,000  equity options Alteam is working with a Cambridge University-spun early-stage AI startup building the fastest, highest-fidelity adversarial testing platform for large language models (LLMs). Their mission: empower AI engineers and researchers to push the state of the art in human-aligned AGI. We’re looking for a Full Stack Engineer…",65000.0,65000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/details/5512915089?utm_medium=api&utm_source=a4dbb817
132,AI/Imaging Research Manager,AI/Imaging Research Manager,Enterprise Recruitment Limited,"London, UK",2025-10-28T23:59:08Z,"This pioneering deep tech company is developing the future of media technologyenabling scalable, low-latency delivery of rich, immersive content across a variety of platforms. With a focus on spatial and 3D data formats, their work spans everything from XR and interactive streaming to cloud-native media infrastructure. Combining advanced artificial intelligence with classical signal processing, the company is building systems that dramatically improve how 3D and time-based media is handled, tra…",100000.0,100000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5468731858?se=JiThP9vQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=03B33FEC776441CFE06BC968B555FE77D30BF798
133,AI Research Engineer,AI Research Engineer,Plumerai,"London, UK",2025-10-13T18:52:07Z,"At Plumerai, we make it easy and affordable for developers to add highly accurate AI to their embedded devices and thereby enable them to create amazing new products. We combine our on-device Tiny AI software with our cloud-based multimodal LLMs, providing People Detection, Video Search, Familiar Face Identification, AI Captions and more. Major enterprises deploy our advanced computer vision models on millions of smart home cameras in the field and we’re rapidly expanding into commercial securi…",75782.05,75782.05,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5445895662?utm_medium=api&utm_source=a4dbb817
134,Lead AI Researcher,Lead AI Researcher,Lloyds Bank,"London, UK",2025-11-26T15:14:42Z,"End Date Tuesday 09 December 2025 Salary Range £111,809 - £131,540 We support flexible working – click here for more information on flexible working options Flexible Working Options Job Share Job Description Summary As a Lead AI Researcher at Lloyds Banking Group, you will be a strategic leader and expert practitioner at the forefront of the Group's AI transformation. In this role, you will lead the research and development of cutting-edge artificial intelligence, machine learning, and generati…",111809.0,131540.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5514601034?se=JiThP9vQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=DDD9B38511F1342C779DC2CF7D76342940D0D4C7
135,AI Research Engineer,AI Research Engineer,Hexwired Recruitment Limited,"Westminster, South West London",2025-10-31T14:47:32Z,"AI Research Engineer job in London – Hybrid - Circa £60k to £120k Hexwired Recruitment has partnered with a world-leading investment finance company based in London who are now seeking for an AI Research Engineer with a good experience with either Claude Code, Cursor, or Windsurf. The ideal AI Research Engineer would be a graduate from a top-ranking university, studied up to Master's Level, related to Computer Science or Engineering ideally. The ideal candidate would be a hands-on AI enthuasias…",60000.0,90000.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5472921061?se=JiThP9vQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=a4dbb817&v=1E3F02EF130B7412F9C2D1275BD9CD42C3A1F246
136,AI Research Engineer,AI Research Engineer,Prolific,"London, UK",2025-11-01T10:45:03Z,"AI Research Engineer Prolific Prolific is not just another player in the AI space – we are the architects of the human data infrastructure that's reshaping the landscape of AI development. In a world where foundational AI technologies are increasingly commoditized, it's the quality and diversity of human-generated data that truly differentiates products and models. The Role We're seeking a Research Engineer to conduct innovative research in key AI areas including evaluation methodologies (parti…",61679.27,61679.27,Unknown,Unknown,https://www.adzuna.co.uk/jobs/details/5474779369?utm_medium=api&utm_source=a4dbb817
137,BRAIN AI Researcher,BRAIN AI Researcher,WorldQuant,"London, UK",2025-05-23T12:03:26Z,"WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies – the foundation of a balanced, global investment platform. WorldQuant is built on a culture that pairs academic sensibi…",55907.76,55907.76,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5212239163?utm_medium=api&utm_source=a4dbb817
138,AI research engineer,AI research engineer,Bending Spoons,"London, UK",2025-09-20T20:37:52Z,"*Preferred Nationalities only*At Bending Spoons, westriving to build one of the all-time great companies. A company that serves a huge number of customers. A company where team members grow to their full potential. A company that functions at unparalleled levels of effectiveness and efficiency. A company that creates value for shareowners at an extraordinary rate. And a company that does so while adhering to high ethical standards.To achieve this objective, we execute the following strategy: We…",38367.5,38367.5,Unknown,Unknown,https://www.adzuna.co.uk/jobs/details/5408654256?utm_medium=api&utm_source=a4dbb817
139,Senior AI Research Engineer,Senior AI Research Engineer,Plumerai,"London, UK",2025-11-21T17:18:42Z,"At Plumerai, we make it easy and affordable for developers to add highly accurate AI to their embedded devices and thereby enable them to create amazing new products. We combine our on-device Tiny AI software with our cloud-based multimodal LLMs, providing People Detection, Video Search, Familiar Face Identification, AI Captions and more. Major enterprises deploy our advanced computer vision models on millions of smart home cameras in the field and we’re rapidly expanding into commercial securi…",79825.98,79825.98,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5507928856?utm_medium=api&utm_source=a4dbb817
140,Senior AI Research Engineer,Senior AI Research Engineer,Twenty First Group,"London, UK",2025-10-28T16:47:25Z,"About TFG Labs: TFG Labs is the innovation arm of Twenty First Group, dedicated to pioneering AI-driven solutions that redefine the future of sports. We focus on developing groundbreaking technologies that enhance decision-making, performance analysis, and fan engagement across the sports industry. As a senior member of the Labs team, the research experiments you conduct will shape how the future of how AI and sports intersect. Role Overview: We are seeking a visionary and experienced Senior AI…",63647.19,63647.19,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5468376252?utm_medium=api&utm_source=a4dbb817
141,Senior DevOps Engineer,Senior DevOps Engineer,Ocho,"London, UK",2025-12-03T03:11:27Z,"Senior DevOps Engineer Fully remote across the island of Ireland Up to £88,000 salary We are working with a well established software house that builds a leading HR and payroll platform used by thousands of businesses. With offices in Dublin and Belfast city centre for those who prefer a hybrid setup, the organisation offers genuine flexibility and one of the highest retention rates in the market. The engineering function is led by a Head of Software who is a developer and technical architect b…",85000.0,85000.0,Unknown,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5525194599?se=iPzSQNvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=A1134F83D0EB95BEE24CB9F84A418C62E330A6C1
142,Azure DevOps Engineer,Azure DevOps Engineer,McCabe & Barton,"London, UK",2025-11-21T11:11:45Z,"Azure DevOps Engineer | London | Hybrid 3 days | Permanent | Investment management client Role Overview: Manage and support Azure cloud platform operations with a focus on Infrastructure as Code, network operations, and identity management whilst ensuring platform reliability, security, and performance across Azure environments. Key Characteristics: Azure Platform Operations - Extensive hands-on experience managing and supporting Azure environments including Virtual Machines, Azure Storage (Blo…",78868.83,78868.83,permanent,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5507284324?se=iPzSQNvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=F6B610EF8E7A2DA41049F01C9F719CEBBD092E51
143,AWS DevOps Engineer - SC Cleared,AWS DevOps Engineer - SC Cleared,ECS,"South East London, London",2025-12-03T20:48:55Z,"AWS DevOps Engineer - SC Cleared 2-3 days a week in London office £360 - £375, Inside IR35 Initial 6-month We're recruiting on behalf of a Global Services Provider who are looking for a SC Cleared AWS Engineer to design, deliver, and support secure and scalable AWS infrastructure. As an AWS DevOps Engineer you will be responsible for: Develop and support solutions using AWS Lambda and related AWS services. Work with services including S3, IAM, DynamoDB, SQS, SNS, API Gateway, SSM, Connect, Pinp…",93600.0,97500.0,contract,Unknown,https://www.adzuna.co.uk/jobs/land/ad/5526646093?se=iPzSQNvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=5D14865152554029FBA834478AF90857E9ABAB0D
144,"Senior Cloud DevOps Engineer, Cloud Security","Senior Cloud DevOps Engineer, Cloud Security",AVEVA Solutions Limited,"London, UK",2025-11-29T03:39:56Z,"AVEVA is creating software trusted by over 90% of leading industrial companies. Position: Senior Cloud DevOps Engineer, Cloud Security Location: Derry / Londonderry, Northern Ireland (Hybrid) Employment type: Full-time The job As part of the Research and Development function, the global Cloud DevOps team combines software development and cloud operations to provide continuous integration and delivery of cloud-enabled products and solutions. Responsible for deployment and continuous monitoring t…",60056.0,60056.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/land/ad/5518751456?se=iPzSQNvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=661332A6F7BEBC02B355CB017D610DBEA43A3315
145,Devops Engineer,Devops Engineer,Pioneer Search,"The City, Central London",2025-12-02T07:10:16Z,"DevOps Engineer London | Up to £70,000  Package A growing organisation in the financial services sector is looking for a DevOps Engineer to join their technology team in London. This is a standalone, on-site role ideal for someone with an operations or infrastructure background who understands the full software delivery lifecycle, from deployment and troubleshooting to CI/CD optimisation and automation. This is a true DevOps role. While the environment includes Azure cloud tools, the focus is n…",60000.0,70000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/details/5523614724?utm_medium=api&utm_source=a4dbb817
146,DevOps Engineer,DevOps Engineer,La Fosse Associates,"Westminster, South West London",2025-11-21T13:23:47Z,"DevOps Engineer Location: London (3 days onsite) Type : Permanent Salary : £65k - £70k (possibly higher for the right candidate) Key Responsibilities Deploy, install, and configure .NET and other web applications. Manage SQL Server databases, permissions, backups, and script deployments. Perform structured releases across DEV, TEST, and PRD environments. Configure and manage virtualized servers (e.g., VMWare) with performance tuning. Install and support packaged applications such as BizTalk, Dy…",65000.0,70000.0,permanent,Unknown,https://www.adzuna.co.uk/jobs/details/5507513786?utm_medium=api&utm_source=a4dbb817
147,DevOps Engineer,DevOps Engineer,stakefish,"London, UK",2025-09-22T16:31:29Z,"As our DevOps Engineer, you will be helping us build and maintain blockchain networks and protocols. You will work on improving our current infrastructure including security, automation, and monitoring among other things. You will also have the chance to dive deep into new blockchain protocols, run testnets, build secure and scalable infra and maintain it. What will you do? Build secure and reliable infrastructure to monitor, detect and mitigate performance and security issues System administra…",130000.0,180000.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5410644839?utm_medium=api&utm_source=a4dbb817
148,DevOps Engineer,DevOps Engineer,Ripjar,"London, UK",2025-10-17T13:40:42Z,"Ripjar specialises in the development of software and data products that help governments and organisations combat serious financial crime. Our technology is used to identify criminal activity such as money laundering and terrorist financing, and enables organisations to enforce sanctions at scale to help combat rogue entities and state actors. We are a remote first team, with a head office based in Cheltenham. This position is open to UK wide candidates. If you are based near Cheltenham, you a…",65000.0,75000.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/5452257352?utm_medium=api&utm_source=a4dbb817
149,DevOps Engineer,DevOps Engineer,Solirius Reply,"London, UK",2023-06-20T14:08:36Z,"About Us: Solirius Reply, part of the Reply Group, delivers technical consultancy and application delivery to our clients in order to solve real world problems and allow our clients to respond to an ever-changing technical landscape. We partner closely with our clients, embedding our consultants into their businesses in order to provide a bespoke service, allowing us to truly understand our clients’ needs. It is this close collaboration with our clients that has enabled us to grow rapidly in re…",44000.0,80000.0,Unknown,full_time,https://www.adzuna.co.uk/jobs/details/4160863023?utm_medium=api&utm_source=a4dbb817
150,DevOps Engineer,DevOps Engineer,Gemba Advantage,"London, UK",2025-09-28T11:17:22Z,"Application Deadline December 16, 2025 Department Software Engineering Employment Type Permanent Location London (Hybrid) Workplace type Hybrid Compensation £40,000 - £95,000 / year Who are we hiring? Tools and technologies you will work with: Why join Gemba? About Gemba Advantage Gemba Advantage make high-impact software that is secure, scalable and sustainable. Our experience and expertise allows us to succeed inside and alongside our customers’ exacting operational environments. We make soft…",40000.0,95000.0,permanent,full_time,https://www.adzuna.co.uk/jobs/land/ad/5419162300?se=iPzSQNvQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=a4dbb817&v=2B8E0A1D4D9E802F3552CAD8ACD25023C13B5E43
